"ID" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"AURKAP1" "AURKAP1" -0.387628129399478 9.5268997822992 -4.71752620877655 1.21636295066242e-05 0.000101625961136338 2.84819849312545
"CTAGE8" "CTAGE8" -0.490144288625218 8.71241009268525 -4.71700543094516 1.21871294656061e-05 0.000101780876187942 2.84634744335715
"SNTN" "SNTN" 2.08865920355731 5.63998666176471 4.71672890266496 1.21996257165949e-05 0.000101843805087539 2.84536459451036
"INPPL1" "INPPL1" -0.296523377609177 8.00715890108946 -4.71294683118542 1.23717956814012e-05 0.000103239114531628 2.83192509676924
"SHOC2" "SHOC2" 0.494555750934916 9.82324525051389 4.70947479565163 1.25319360543663e-05 0.000104532947307611 2.8195920762701
"IL1RL1" "IL1RL1" 1.40893916403162 7.90028236764706 4.7093520789121 1.25376329246386e-05 0.000104537988902104 2.8191562577012
"TRADD" "TRADD" -0.35654302679169 9.67046440667293 -4.70900547435185 1.25537369619165e-05 0.000104629765470654 2.81792535052701
"LAMTOR5-AS1" "LAMTOR5-AS1" -0.454472411067194 5.09660876470588 -4.70717442960607 1.26391466921402e-05 0.000105298864974129 2.81142346333668
"EFHD2" "EFHD2" 0.544606842706004 9.55154745612155 4.70664694062358 1.26638565255129e-05 0.000105461925661553 2.80955063021763
"CEACAM7" "CEACAM7" -1.40972593921285 5.89052113096691 -4.7060095236239 1.26937786976969e-05 0.000105668243757633 2.80728764218867
"RINT1" "RINT1" -0.454075370812004 8.1439896675176 -4.70468939093516 1.2755968834572e-05 0.000106142897541992 2.80260133572812
"SLC14A1" "SLC14A1" 1.51106124901186 5.04364273529412 4.70430894284139 1.27739464298825e-05 0.000106249421520514 2.80125091543096
"BTNL8" "BTNL8" 0.546509121771696 5.92391899073072 4.70388898645574 1.27938196188381e-05 0.000106371619738966 2.79976032232181
"TBL1X" "TBL1X" -0.555105351992186 9.62631030618976 -4.70258417951848 1.28557582165482e-05 0.000106843321728462 2.79512946896286
"AQP12A" "AQP12A" -0.217313378539815 8.70872415050182 -4.70240901060369 1.28640956285278e-05 0.0001068667073369 2.79450783125716
"ARMC4" "ARMC4" -0.247806760935563 5.77616117480423 -4.70230636052525 1.28689838531186e-05 0.0001068667073369 2.7941435531057
"HGH1" "HGH1" -0.469639050781528 8.27506594227029 -4.69979762920188 1.29890147609741e-05 0.000107819852411354 2.7852419723134
"NCALD" "NCALD" 0.788283400740807 8.74828478085284 4.69908635297484 1.30232440530796e-05 0.000108060288569773 2.78271862984797
"GFOD1" "GFOD1" 0.791768951658272 8.31827776037247 4.69820334325372 1.30658601528223e-05 0.000108370091804903 2.7795863093923
"RBBP5" "RBBP5" -0.554565744729101 6.67343316408148 -4.6974497755578 1.31023365533129e-05 0.000108628741828113 2.77691339671531
"CATIP-AS1" "CATIP-AS1" -0.328759796981906 6.51130892776548 -4.69671060097061 1.31382126783914e-05 0.000108882208260807 2.77429174699724
"HERC2P3" "HERC2P3" 0.747073097735792 5.2978980630216 4.69465377034901 1.32385463864899e-05 0.000109669443188807 2.76699782978414
"DENND4A" "DENND4A" 0.587640364844395 8.16836182157864 4.69414213863831 1.32636199139047e-05 0.000109832831622685 2.76518373615501
"ADAMTS16" "ADAMTS16" -0.471984837944664 5.40238708823529 -4.69366897877128 1.32868492436793e-05 0.000109980823094455 2.76350614121871
"TRIM45" "TRIM45" -0.385492907205581 6.68141318771233 -4.69304934683669 1.33173294495736e-05 0.000110188689617431 2.76130935687157
"GUSBP15" "GUSBP15" 0.791376343169589 5.4655793457216 4.69152235653957 1.33927345566354e-05 0.000110767951240375 2.75589633658774
"PDXDC2P-NPIPB14P" "PDXDC2P-NPIPB14P" -0.756459148221343 6.21491095588235 -4.69096247665062 1.34204864025807e-05 0.000110952776831324 2.75391184453729
"SMAD9" "SMAD9" 1.10724233003953 8.33806822058824 4.68943071066201 1.34966989411276e-05 0.000111495403778564 2.74848311888812
"CHRDL1" "CHRDL1" 1.45834868230245 9.93830555543508 4.68942500615992 1.34969835536697e-05 0.000111495403778564 2.74846290326341
"ZNF70" "ZNF70" -0.610549409090909 6.63698730882353 -4.68812403805019 1.35620452684464e-05 0.000111987797775812 2.74385285553415
"CA3" "CA3" 1.06798854239319 5.80937321843625 4.68782399004002 1.35770940582733e-05 0.000112047416549773 2.7427897118745
"MTURN" "MTURN" 0.911409808300394 7.12177566176471 4.68776246527133 1.35801818187761e-05 0.000112047416549773 2.74257171879566
"CD83" "CD83" 0.77386721392949 9.93717844145303 4.68744274393735 1.35962387833947e-05 0.000112134829146455 2.74143891320864
"SEMA3D" "SEMA3D" 0.273794107419394 4.43335443152394 4.68708281268123 1.36143373000066e-05 0.000112239002447605 2.7401636865848
"TSPAN7" "TSPAN7" 1.39676516169796 9.12625737129323 4.68678448988538 1.36293557347893e-05 0.000112317709563932 2.73910677467294
"PHYHIPL" "PHYHIPL" -0.346866179841897 6.00737613235294 -4.6862066776202 1.36584904142386e-05 0.000112512636927565 2.73705977143019
"PPP2R3C" "PPP2R3C" 0.64060923472327 9.17794015326061 4.68550963914714 1.36937175421825e-05 0.000112757574691505 2.73459055832559
"SELENOO" "SELENOO" -0.457135177865612 8.53756191176471 -4.68519681662963 1.37095558249444e-05 0.00011281339725877 2.733482465614
"BARD1" "BARD1" -0.681233817300274 8.04382109234526 -4.68515867779554 1.37114880241929e-05 0.00011281339725877 2.73334737124261
"POU5F1B" "POU5F1B" -0.323505579011314 7.87257898779034 -4.68445465192714 1.37472032615949e-05 0.000113061934516835 2.73085368957854
"EID1" "EID1" 0.678661885546376 10.5933864219354 4.68330085974794 1.38059312697812e-05 0.000113469765943297 2.72676733266733
"TTK" "TTK" -1.37403727301371 5.33203270633366 -4.68326331074218 1.38078466156643e-05 0.000113469765943297 2.72663435487418
"SMYD5" "SMYD5" -0.325929321927708 7.06269414307041 -4.68241588484152 1.3851142090008e-05 0.000113780009933447 2.7236333853379
"BUB1" "BUB1" -1.17410555274101 5.72144081713927 -4.68155827606556 1.38950924884104e-05 0.000114095383440836 2.72059663608941
"RAMP1" "RAMP1" -0.886425538069233 8.53220156994407 -4.6793298032875 1.40099326960341e-05 0.000114992362408712 2.71270704758032
"MAEL" "MAEL" -0.42374383201581 4.27395810294118 -4.67870023291592 1.40425436387291e-05 0.000115213963155808 2.71047848964063
"RSPH10B" "RSPH10B" 0.655871523281587 4.35769714400348 4.67845825034173 1.40550976961272e-05 0.000115270893130683 2.70962195844475
"KLF13" "KLF13" 0.754283430276602 10.1649977243774 4.67790052367867 1.40840742235317e-05 0.000115462410407612 2.70764789260165
"CDC42EP2" "CDC42EP2" 0.482406869994115 7.87522444560787 4.67688486828133 1.41369918994189e-05 0.000115849967948612 2.70405330163643
"IL7R" "IL7R" 1.07286642687747 10.9492442352941 4.67640939619294 1.41618314737334e-05 0.000116007213285235 2.70237065499073
"RRNAD1" "RRNAD1" -0.448197445790571 7.36277875609144 -4.6755497875438 1.42068470637084e-05 0.000116329539897808 2.6993288095534
"FANCD2" "FANCD2" -0.788892181818182 7.10041317647059 -4.67345807123285 1.43169682819387e-05 0.000117164867820943 2.69192816736473
"PRR36" "PRR36" -0.519006067822347 6.37970458548208 -4.67339545953263 1.43202773461976e-05 0.000117164867820943 2.69170666866335
"POLR2G" "POLR2G" -0.384658944916156 10.737588170091 -4.67297092534865 1.43427338854926e-05 0.00011730184908422 2.69020485230693
"MAP3K11" "MAP3K11" 0.348427234084233 8.68106964248775 4.67145730318679 1.44230793849983e-05 0.000117911976748405 2.68485088419224
"HSD17B11" "HSD17B11" 0.659122071711403 11.182926933332 4.67078789499896 1.44587523438745e-05 0.000118156555778286 2.68248334246431
"SGPP2" "SGPP2" -1.52922909683794 7.97355327941176 -4.67057324468504 1.44702093129637e-05 0.000118165648852842 2.6817242106155
"ERVFRD-1" "ERVFRD-1" 0.402986194901491 4.85722599441471 4.67055136404224 1.44713776897918e-05 0.000118165648852842 2.6816468285785
"ANP32A" "ANP32A" 0.554479048360753 10.7128743717847 4.66956299047686 1.45242505571605e-05 0.000118550224826 2.67815158643816
"GCSAML" "GCSAML" 0.394328476125023 4.03543773251638 4.66829742305339 1.45922267075263e-05 0.000119057722516733 2.67367663825349
"SBDS" "SBDS" 0.5191517598686 10.7127920488233 4.66792667851037 1.46121987673841e-05 0.00011917330802418 2.67236583144325
"UGT2B15" "UGT2B15" -1.95201123524769 6.179572000245 -4.66711550141323 1.46559899133048e-05 0.00011948298687066 2.66949801359584
"FAM174C" "FAM174C" -0.329777303219821 7.63369138094915 -4.66697878925849 1.46633828560217e-05 0.000119495801218108 2.66901470945171
"MAP1LC3B" "MAP1LC3B" 0.634752784951344 10.5540384011543 4.66661870866591 1.46828722184334e-05 0.000119607143214286 2.66774178885297
"TTC28" "TTC28" 0.685667127198676 8.55441809247957 4.66441243216693 1.48028391221452e-05 0.000120536565449979 2.65994347696348
"TRIT1" "TRIT1" -0.435459358049128 8.63836926272413 -4.66387051833452 1.48324516035594e-05 0.000120729804329051 2.65802831457284
"FOXQ1" "FOXQ1" -1.45178184782609 10.4865312205882 -4.66365349716543 1.4844326741344e-05 0.000120748097909459 2.65726137803925
"AKAP7" "AKAP7" 0.716574364143268 8.27732576125613 4.66361446851868 1.48464633244093e-05 0.000120748097909459 2.65712345566227
"TANC2" "TANC2" -0.564516696519782 9.19874823873624 -4.66308330919745 1.48755708939605e-05 0.000120936918539098 2.6552464633674
"SECTM1" "SECTM1" 0.683301222639381 8.74649569834813 4.66277104450092 1.48927089627972e-05 0.000121028317335036 2.65414304422925
"OPHN1" "OPHN1" -0.427170481176483 10.1495728234728 -4.66238963243915 1.49136681530028e-05 0.000121150684544852 2.65279533703075
"PCM1" "PCM1" 0.430692251256483 10.1590668473691 4.66171183498337 1.49509851103989e-05 0.000121405784155961 2.65040050058582
"DHX38" "DHX38" 0.274339323601035 7.94233194252257 4.66129415967745 1.49740260086286e-05 0.000121544802651296 2.64892483260703
"NUDC" "NUDC" -0.398936971638872 10.3536526349436 -4.66106648715586 1.49866000385609e-05 0.000121598784818806 2.64812048252593
"SETDB1" "SETDB1" -0.472614095995162 8.40392628156396 -4.66027162400209 1.50305798929106e-05 0.000121885784709287 2.64531244755798
"TCEAL7" "TCEAL7" 1.05480337549407 6.79625267647059 4.66021267068734 1.5033846788967e-05 0.000121885784709287 2.64510419130888
"MAGED4B" "MAGED4B" -1.05983303912776 7.07012076289103 -4.65967788275232 1.50635136593925e-05 0.000122078092538495 2.64321508120457
"FBXO42" "FBXO42" -0.300404469884498 8.43098014347849 -4.65856515194231 1.51254242675392e-05 0.000122531455944769 2.63928477372678
"NBN" "NBN" 0.429448632361292 10.6174998858204 4.65809753120241 1.51515158617948e-05 0.000122666739241598 2.6376332207486
"DNAJC4" "DNAJC4" -0.436186416996047 8.63177369117647 -4.6580517086421 1.51540749569706e-05 0.000122666739241598 2.63747138820725
"AP5Z1" "AP5Z1" -0.485814413348758 7.10926482511389 -4.65749702160102 1.51850864961919e-05 0.000122868168467054 2.63551245241286
"PAM16" "PAM16" -0.387240961564961 7.4431491484398 -4.65739262503339 1.51909300257883e-05 0.000122868168467054 2.63514377826699
"CLIC4" "CLIC4" 0.518277602076773 11.3605781103978 4.6566846480138 1.52306164128787e-05 0.000123140643451585 2.63264368480868
"ABTB1" "ABTB1" 0.452661278656126 7.75003536764706 4.65618823884338 1.52585033576029e-05 0.000123317542096406 2.63089082113873
"FARSA" "FARSA" -0.28497578625193 8.27118977848286 -4.6560142047571 1.5268291898918e-05 0.000123348089768197 2.6302763143859
"ARSL" "ARSL" -1.56039021307511 7.30251882389082 -4.65535957533202 1.53051663138997e-05 0.000123597346220194 2.62796495178273
"ERCC6L" "ERCC6L" -0.502616320592117 5.19652717383973 -4.65493675300969 1.53290294322488e-05 0.000123741374827056 2.62647214108292
"PGAM2" "PGAM2" -0.310250390123292 4.78294028895737 -4.65339933312858 1.54161037115147e-05 0.000124395352590398 2.62104473275477
"NHEG1" "NHEG1" -0.171327323159326 4.79181316702393 -4.64982447651718 1.56204381534407e-05 0.000125994638276554 2.60842830556053
"LPAR1" "LPAR1" 0.722833045073943 8.67539541013211 4.64948280169525 1.56401054127327e-05 0.000126103725024578 2.60722272291046
"MBD2" "MBD2" 0.517773143818382 10.1925046274243 4.64925257943712 1.56533709115114e-05 0.000126161129984887 2.60641042072196
"CENPBD1" "CENPBD1" -0.497710470840696 7.75326891388688 -4.64823910855349 1.57118979261376e-05 0.000126512096476605 2.60283479714661
"IDE" "IDE" -0.424880207039187 9.1109425335994 -4.64823899815789 1.57119043129768e-05 0.000126512096476605 2.60283440768198
"MIOS" "MIOS" -0.454002445636658 9.10225814306279 -4.64817294086237 1.57157264523511e-05 0.000126512096476605 2.60260136502215
"GMDS" "GMDS" -0.685175386402174 8.08834872949792 -4.64807200415912 1.57215684972632e-05 0.000126512096476605 2.60224527504281
"IFT122" "IFT122" 0.380234103046552 8.30065618328726 4.64757618309667 1.57502965047417e-05 0.000126693607621214 2.60049614820968
"LOC101926967" "LOC101926967" -0.452039913043478 6.09524070588235 -4.64613846239623 1.58338877977877e-05 0.000127316117788087 2.59542478766068
"ENTR1" "ENTR1" -0.328179197140753 8.24772520613458 -4.64577443421146 1.58551214107073e-05 0.000127436935128817 2.59414085648038
"RECQL5" "RECQL5" -0.312960014543038 7.48456140669069 -4.64539204141367 1.58774560889076e-05 0.000127544920658654 2.5927922087514
"DRG2" "DRG2" 0.347987369944767 7.30659097845085 4.6453317064625 1.58809829113172e-05 0.000127544920658654 2.592579420738
"COL13A1" "COL13A1" 0.985505942844172 8.52188798753895 4.64486764048791 1.59081349619374e-05 0.000127713020922429 2.59094281024283
"ZBTB33" "ZBTB33" -0.545390409090908 10.1229341617647 -4.64433320056448 1.59394605402124e-05 0.0001279144823962 2.58905811765789
"GAMT" "GAMT" -0.369881042075355 8.01255974283862 -4.6438927149787 1.59653242469217e-05 0.000128028211440721 2.58750483707129
"KPNA6" "KPNA6" -0.380284756655396 9.2914288078565 -4.64387941396203 1.59661058694585e-05 0.000128028211440721 2.58745793498625
"LIMD1" "LIMD1" 0.618395193538705 9.19932949559374 4.64277605700689 1.60310735975775e-05 0.00012849897649788 2.58356751473448
"TMEM186" "TMEM186" -0.439954452263562 8.27495751370082 -4.64227402710567 1.60607192111469e-05 0.000128686355958791 2.58179752202123
"NDEL1" "NDEL1" 0.472574794074858 9.83848379786568 4.64202581074348 1.60753964743193e-05 0.000128750507131031 2.58092242891713
"ASAP1" "ASAP1" 0.734792388951532 10.2864713949101 4.64192655016849 1.60812694994137e-05 0.000128750507131031 2.58057248996586
"ABCB9" "ABCB9" -0.476792003618787 6.41317392231961 -4.63982944992787 1.62058397484504e-05 0.000129697262517033 2.57318015135525
"FCSK" "FCSK" -0.5001395 8.37295016176471 -4.6388845593434 1.62622739823233e-05 0.000130098191858587 2.56984994642256
"KISS1R" "KISS1R" -1.09798813833992 5.8677465 -4.63774864277317 1.63303707240409e-05 0.000130590645738521 2.56584694494641
"CES1" "CES1" 1.35643536782159 10.5134770703896 4.63764573037797 1.63365538901268e-05 0.000130590645738521 2.56548430374192
"H2BC12" "H2BC12" -0.740051913623594 10.9074560245979 -4.6372233698571 1.6361953973434e-05 0.000130742775853116 2.56399603925822
"COQ8B" "COQ8B" -0.316818913043478 7.76963467647059 -4.63699022095024 1.63759916432185e-05 0.000130804029747856 2.5631745263692
"KIFC2" "KIFC2" -0.459280756916996 8.02202901470588 -4.63597335428588 1.64373534380138e-05 0.00013124101160641 2.55959178989902
"GAPDHP62" "GAPDHP62" -1.0627557944664 7.85457226470588 -4.63587192981665 1.64434860605848e-05 0.00013124101160641 2.55923446224832
"SLC30A3" "SLC30A3" -0.283573396386706 7.33350619126804 -4.6355070412119 1.64655674527563e-05 0.000131366175153588 2.55794895973362
"AFP" "AFP" -0.285767912378479 5.12540905656137 -4.63462013286106 1.65193595474114e-05 0.000131718751951722 2.55482459904403
"PEBP4" "PEBP4" 1.74059833399209 8.75642160294118 4.63456691254568 1.65225928622216e-05 0.000131718751951722 2.55463712671641
"TNK1" "TNK1" -0.316135249373643 7.39508619201345 -4.63413079665876 1.65491116075863e-05 0.000131878945295237 2.55310091942952
"AZI2" "AZI2" 0.645899664163375 8.71828292572243 4.63392878920988 1.65614090433679e-05 0.00013192572946925 2.55238937849697
"PPARGC1B" "PPARGC1B" 0.826115233201581 6.89477870588235 4.63365804032287 1.65779051489552e-05 0.00013195956569717 2.55143573123278
"NXF3" "NXF3" 0.96349060049622 5.40730372365102 4.63364806468737 1.65785132469311e-05 0.00013195956569717 2.55140059502562
"MST1L" "MST1L" -1.1095736322221 8.28742561528959 -4.63350531107993 1.6587217646586e-05 0.000131977675910511 2.5508977922
"ABCA3" "ABCA3" 1.0178529750282 9.52148910916821 4.63338401075598 1.65946174295064e-05 0.000131980691441848 2.55047055781353
"TRIM62" "TRIM62" -0.323943201713674 7.23696948997321 -4.63328835198516 1.66004552466315e-05 0.000131980691441848 2.55013364013907
"LOC101927604" "LOC101927604" -0.331623257431859 4.71658089071486 -4.63184249236416 1.66889363775464e-05 0.000132632785891705 2.54504164619722
"IFT88" "IFT88" 0.461492719088108 8.77665165099981 4.63111031542623 1.67339178079794e-05 0.000132938802152555 2.54246339550845
"QSER1" "QSER1" -0.437139770750988 10.3617469705882 -4.63038583993247 1.67785422790706e-05 0.000133241746965092 2.53991247123913
"CMTM6" "CMTM6" 0.42255453172561 11.8147162299076 4.62908527490179 1.68589421781127e-05 0.000133828447421615 2.53533361574967
"PNPO" "PNPO" -0.451588767765202 8.44127743498479 -4.62812227561879 1.69187156068106e-05 0.000134251022024201 2.53194364441432
"TP53BP1" "TP53BP1" -0.349414866155551 8.7872111347928 -4.62768939535055 1.69456516879005e-05 0.000134412804423965 2.53041992836864
"BORCS7" "BORCS7" 0.643337644497818 10.2715454799211 4.62754336981947 1.6954747576984e-05 0.000134433008211791 2.52990594268888
"IRAK3" "IRAK3" 1.26176773630064 7.70358140688803 4.62701476387991 1.69877140579845e-05 0.000134563329354198 2.52804540738604
"HSPB11" "HSPB11" -0.424459174369471 10.7241359146571 -4.62699841001555 1.69887349604561e-05 0.000134563329354198 2.52798784840993
"KPNA3" "KPNA3" 0.471535531941483 10.1080777812168 4.62696454709734 1.69908490688855e-05 0.000134563329354198 2.52786866499285
"PRKG2" "PRKG2" 0.480681811878736 5.09333181916883 4.62665445343545 1.70102205575316e-05 0.000134664792751642 2.52677728496156
"PARP1" "PARP1" -0.368584572494399 9.19201260028768 -4.62626214372167 1.7034758878358e-05 0.00013480706640514 2.52539659824463
"AIFM3" "AIFM3" -0.366703796442687 6.21313701470588 -4.62575644003452 1.70664406535518e-05 0.000135005739397346 2.5236169243509
"CFAP20DC" "CFAP20DC" -0.501754488142292 4.23150842647059 -4.62520446045185 1.71010870432984e-05 0.00013522770216673 2.5216745109321
"PRKACA" "PRKACA" 0.400940074626208 7.80168063450658 4.62469465620647 1.71331470139223e-05 0.000135429049634885 2.51988061872486
"LEKR1" "LEKR1" -0.365828287448334 5.29201561028959 -4.62395614889406 1.71796931958139e-05 0.00013574470435861 2.51728215056119
"C10orf88" "C10orf88" -0.35188360866584 7.34727056406961 -4.62351567192036 1.72075138932132e-05 0.000135912214390104 2.51573241646116
"CENPA" "CENPA" -1.17357418936253 6.36527656344925 -4.62310168873724 1.72337012126772e-05 0.000136049981530475 2.51427596528796
"SOWAHC" "SOWAHC" 0.748681229249012 9.26288344117647 4.62303045238091 1.72382113192111e-05 0.000136049981530475 2.51402535254882
"FAM32A" "FAM32A" 0.288893900178059 9.85763572302413 4.62247387738454 1.72734887030055e-05 0.000136276009260299 2.51206736517226
"ASIC1" "ASIC1" -0.28602642501931 5.95252710143167 -4.62096383010118 1.73695543940989e-05 0.000136981257242436 2.50675575098377
"SYCE3" "SYCE3" -0.488850980237155 5.44450476470588 -4.62061633144017 1.73917349569707e-05 0.000137103508140052 2.50553354627473
"NUP62CL" "NUP62CL" -0.889015244645086 4.95419015900474 -4.62042397523286 1.74040247540934e-05 0.000137147723666806 2.50485702120662
"ZMYM1" "ZMYM1" -0.59541461856668 7.31418205792772 -4.61962381104888 1.74552386990176e-05 0.000137498518807918 2.50204296574114
"RBMS2" "RBMS2" 0.737811928853755 8.97276129411765 4.61860610772408 1.75205880794467e-05 0.000137960349863783 2.49846422281149
"PICART1" "PICART1" 0.265371173018158 5.45338026042227 4.61746180511322 1.7594351192978e-05 0.000138488052641661 2.49444078251212
"LAMA4" "LAMA4" 0.800505955278365 9.83685435878892 4.61606709524144 1.76846647029992e-05 0.000139145571875495 2.48953759284122
"LRRK2" "LRRK2" 1.47627544466403 9.80434530882353 4.61465154053665 1.77767893927518e-05 0.000139788004021452 2.48456190683273
"BGN" "BGN" -0.760555781796761 10.5431800830887 -4.61460335273392 1.77799336759553e-05 0.000139788004021452 2.48439254024784
"RPUSD1" "RPUSD1" -0.222115399209486 7.31377935294118 -4.61315884309949 1.78744405515672e-05 0.000140429377154045 2.47931592063123
"YIF1A" "YIF1A" -0.486491947401283 10.1707624421349 -4.61314737155974 1.7875193029205e-05 0.000140429377154045 2.47927560807341
"UTP25" "UTP25" -0.668201174261387 8.1651981955552 -4.61298149475195 1.78860771942678e-05 0.000140461129550088 2.47869270012222
"SDHAP1" "SDHAP1" -0.389377896717386 10.2648903121415 -4.61285068093038 1.78946652174256e-05 0.000140474832727844 2.47823301473423
"ZNF629" "ZNF629" -0.324967042828283 8.63720152638654 -4.61235412939045 1.79273007388379e-05 0.000140677228427701 2.47648817284902
"ING3" "ING3" 0.492336518380659 9.01780696122687 4.61218326007081 1.79385444041814e-05 0.000140711669671011 2.47588777443881
"NT5E" "NT5E" -1.20585803839261 8.71101670041099 -4.6098776914629 1.80909298836331e-05 0.000141852791692598 2.46778762600119
"RMC1" "RMC1" 0.42503645403616 8.61075121723892 4.60930533242651 1.81289544720784e-05 0.000142096669493251 2.46577708421482
"FAM222B" "FAM222B" -0.421937765804925 8.77693410331344 -4.60855361299883 1.81790130350916e-05 0.00014243464869632 2.46313669506335
"LINC02036" "LINC02036" -0.646132788537549 4.94048469117647 -4.60764614836197 1.82396222482313e-05 0.000142855004010566 2.45994955414511
"CXCL3" "CXCL3" 1.54459760914801 7.65702253962856 4.60659739467549 1.83099131135178e-05 0.000143339061796599 2.45626659285096
"CEACAM21" "CEACAM21" 0.521186906332484 5.74306828732715 4.60651581901469 1.83153916159625e-05 0.000143339061796599 2.45598013774602
"TJP3" "TJP3" -0.60836347035573 7.66241167647059 -4.60421054024683 1.84708720518831e-05 0.000144500785625402 2.44788618034399
"CEP170P1" "CEP170P1" 0.50576788193662 5.02397305416101 4.60303320876779 1.85507724258555e-05 0.000145070573850652 2.44375331928016
"S100A2" "S100A2" -1.84593416828966 7.59253557356735 -4.60253362509347 1.85847785604647e-05 0.000145255642195004 2.44199976533501
"KNOP1" "KNOP1" -0.311450956521739 7.58495091176471 -4.60247768922295 1.85885898307812e-05 0.000145255642195004 2.44180343488769
"DGCR5" "DGCR5" -0.26185142687747 6.63954497058824 -4.6021904080502 1.86081761318245e-05 0.000145353363635499 2.44079512043446
"PDE4D" "PDE4D" 0.860686413603683 8.87683269481349 4.60194638621515 1.86248288654854e-05 0.000145428104583752 2.43993866559203
"RELN" "RELN" 0.896025330498858 6.60335017048429 4.60060516971274 1.87166164853462e-05 0.00014608924076471 2.43523175738645
"CNFN" "CNFN" -0.441473827530467 5.84750322244894 -4.59994553062347 1.87619209577872e-05 0.000146387196283335 2.43291706089051
"PLAC8" "PLAC8" 1.31097170503982 9.52396060730829 4.5988412755906 1.88380009301531e-05 0.000146924955582896 2.42904257852464
"TRUB2" "TRUB2" -0.391452822605355 8.18074492727633 -4.59856310980823 1.88572130356303e-05 0.000147018940066623 2.4280666590055
"ST6GALNAC6" "ST6GALNAC6" 0.441950768666727 7.59111315675431 4.5982427937976 1.88793599562731e-05 0.000147135725581767 2.42694289732
"ZNF764" "ZNF764" -0.53749042687747 7.54423614705882 -4.59765610141497 1.89199900221448e-05 0.00014739641562603 2.42488471566366
"FASTKD1" "FASTKD1" -0.437175840439815 9.23422091296005 -4.59693891355006 1.89697728556629e-05 0.000147728185577029 2.42236892737931
"H2AC17" "H2AC17" -0.66583538659434 4.91988825371844 -4.59542512636459 1.90752696144583e-05 0.000148475982436393 2.41705945899892
"SAMSN1" "SAMSN1" 1.18924935552585 9.54153570992485 4.5953536757385 1.90802631365552e-05 0.000148475982436393 2.41680887508069
"SPRING1" "SPRING1" 0.61161214229249 10.5387896470588 4.59506548140811 1.91004173000759e-05 0.000148576493496005 2.41579817168188
"RASSF1" "RASSF1" 0.453852357583289 8.84199497133049 4.59465324711258 1.91292819070557e-05 0.000148744658707591 2.41435251506537
"TMEM190" "TMEM190" 0.746042697204734 6.74320647725721 4.59440602173762 1.91466129612879e-05 0.000148823048417008 2.41348555755154
"RPN1" "RPN1" -0.40311318616843 10.4032277235894 -4.59394362767471 1.91790688462514e-05 0.000149018896773599 2.41186412263112
"UBR4" "UBR4" -0.386706247163348 10.1842486638642 -4.59326179562475 1.92270249886437e-05 0.000149291615923823 2.40947335997536
"MRPS26" "MRPS26" -0.440924146833934 9.24762803916913 -4.59322362402771 1.92297132053121e-05 0.000149291615923823 2.40933952130286
"CDK11B" "CDK11B" -0.389218207783541 9.59278782635641 -4.59313457062573 1.92359861710109e-05 0.000149291615923823 2.40902728121124
"LOC100506639" "LOC100506639" -0.303724488142292 5.31257845588235 -4.59283917512171 1.92568082366376e-05 0.000149396734497996 2.40799158462255
"SSX4" "SSX4" -0.422547771435223 4.97810776394808 -4.59193085845164 1.93209718562947e-05 0.000149837895831514 2.40480712136666
"HUS1" "HUS1" -0.514665088384845 8.55323627981748 -4.59182032180532 1.93287943649109e-05 0.000149841952689913 2.40441961388661
"RRM1" "RRM1" -0.574273472303861 9.82712119365734 -4.59129925291384 1.93657111331406e-05 0.000150071467776938 2.40259297223489
"GEMIN6" "GEMIN6" -0.438159232479241 8.27621025993188 -4.59067109698445 1.94103060324499e-05 0.000150360287635522 2.40039107375947
"CDT1" "CDT1" -0.610501794466403 6.42837573529412 -4.59019622383239 1.94440851790372e-05 0.000150565137893351 2.3987265875795
"ADORA2A" "ADORA2A" 0.444120400209358 7.37796459924984 4.58976907779595 1.94745182125439e-05 0.000150743932830732 2.39722946738771
"PIGW" "PIGW" -0.532238825219243 7.03102866466175 -4.58931728694039 1.95067575589758e-05 0.000150936569608238 2.39564604785328
"SLC35G2" "SLC35G2" 0.918364999571955 7.74308057187719 4.58873746418278 1.95482092322795e-05 0.000151200316171904 2.39361402628125
"SEC22C" "SEC22C" 0.525710312797634 10.0649072937589 4.58854370783877 1.95620800170338e-05 0.000151245542182202 2.39293502614963
"MSX1" "MSX1" 0.968478745255837 6.91388577310033 4.5884499998406 1.95687918957487e-05 0.000151245542182202 2.39260664102353
"POLR1B" "POLR1B" -0.527613708642186 8.48624281742208 -4.58586776301324 1.97546299172535e-05 0.000152602151874883 2.38355897265416
"CCDC85B" "CCDC85B" 0.511022856083417 8.34410708670751 4.58580478711006 1.97591835387489e-05 0.000152602151874883 2.38333835029753
"CDCA3" "CDCA3" -0.519176060559756 6.72019511196265 -4.58481880609265 1.9830610528514e-05 0.000153031104204981 2.37988438727899
"CSTF1" "CSTF1" -0.354536328063241 7.89391685294118 -4.58468433515333 1.98403713934041e-05 0.000153031104204981 2.37941335593689
"SMAD1" "SMAD1" -0.495565351778656 9.69582929411765 -4.58462708890541 1.98445281549099e-05 0.000153031104204981 2.37921283319105
"PTK6" "PTK6" -0.603285415738927 8.00127869505923 -4.58462687060327 1.9844544007875e-05 0.000153031104204981 2.37921206852257
